uid,treatment,sessid,date,forumid,messageforumid,crop,topic,messagedate,duration,educ,village,age,weekno,year
2007022,1,1315305962,9/6/2011,Questions and Answers,3795,Other,IPM Strategy,8/18/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3155,Cotton,Weed Control,6/24/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4563,Brinjal,Fertilizers/Bio-organic,8/31/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,78,,,1/5/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,974,,,9/10/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2372,Millet,Irrigation,4/3/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3599,Castor,Crop Planning,7/29/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,70,,,1/3/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3869,Other,Other,8/20/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4383,,,8/30/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,606,,,8/7/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,768,Cotton,Diseases,8/21/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3782,Other,Other,8/18/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,580,Other,Other,8/5/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4125,,,8/27/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1003,Cotton,Pests,9/13/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2611,Cotton,Crop Planning,4/21/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,493,Castor,Seeds,7/28/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,788,,Animal Husbandry,8/26/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3986,Cotton,Pests,8/26/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4047,Cotton,Pests,8/26/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4892,,,9/3/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4994,Other,Pests,9/4/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1720,Other,Other,1/10/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1770,Other,Fertilizers/Bio-organic,1/18/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,37,,,12/31/2009,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4530,Cotton,Pests,8/31/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3720,Other,Weed Control,8/12/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2080,Other,Seeds,3/1/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,816,Cotton,Pests,8/28/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,187,,,1/30/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4108,Cotton,Pests,8/27/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,65,,,1/3/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3410,Cotton,Pests,7/14/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3956,Cotton,Diseases,8/24/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4100,Castor,Fertilizers/Bio-organic,8/27/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4993,Cotton,Fertilizers/Bio-organic,9/4/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4347,Cotton,Pests,8/29/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4376,,,8/29/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4560,Cotton,Pests,8/31/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1692,Other,Other,1/2/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3129,Groundnut,Fertilizers/Bio-organic,6/21/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3718,Other,Other,8/12/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1776,Castor,Fertilizers/Bio-organic,1/19/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2080,Other,Seeds,3/1/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,206,,,2/26/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3760,Cotton,Diseases,8/16/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4016,Cotton,Pests,8/26/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4965,Cotton,Pests,9/4/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,964,Cotton,Soil Care,9/9/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2211,Other,Other,3/15/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3764,Cotton,Pests,8/17/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4751,Cotton,Pests,9/2/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2365,Other,Animal Husbandry,4/3/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2406,Other,Other,4/7/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1730,Other,Other,1/13/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2366,Cumin,Irrigation,4/3/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4305,Cotton,Pests,8/29/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4120,,,8/27/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4304,,,8/29/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,53,,,1/1/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4124,Cotton,Irrigation,8/27/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,37,,,12/31/2009,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4544,Cotton,Pests,8/31/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3917,Cotton,Diseases,8/23/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2307,Other,Seeds,3/29/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4698,Cotton,Pests,9/1/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1440,Other,Weather,11/17/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,964,Cotton,Soil Care,9/9/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,780,Other,Horticulture,8/25/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,204,,,2/25/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,25,,,12/31/2009,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1387,Other,Other,11/9/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1358,Other,Other,10/29/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3950,Cotton,Pests,8/24/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,49,,,1/1/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4467,Cotton,Other,8/31/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3756,Cumin,Seeds,8/16/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4342,Cotton,Fertilizers/Bio-organic,8/29/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1447,Other,Other,11/18/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2022,Millet,Seeds,2/19/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4302,Brinjal,Diseases,8/29/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1526,Cotton,Diseases,12/1/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3987,Other,Diseases,8/26/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3719,Other,Other,8/12/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1093,Other,,9/23/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4817,Cotton,Pests,9/3/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,530,Cotton,Diseases,7/30/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4600,Cotton,Pests,9/1/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2854,Cotton,Seeds,5/23/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1960,Cumin,Irrigation,2/8/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1668,Other,Animal Husbandry,12/30/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4016,Cotton,Pests,8/26/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4586,Groundnut,Diseases,9/1/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4411,Cotton,Diseases,8/30/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2847,Other,Animal Husbandry,5/23/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,974,,,9/10/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,16,,,12/28/2009,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2080,Other,Seeds,3/1/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1414,Other,Other,11/13/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1164,Cotton,Other,10/3/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,297,Other,Crop Variety,7/1/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,350,Castor,Sowing,7/9/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4265,,,8/28/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,727,Cotton,Soil Care,8/20/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4588,Cotton,Diseases,9/1/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4465,Cotton,Pests,8/31/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3951,Cotton,Pests,8/24/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1533,,,12/2/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3961,Cotton,Pests,8/24/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1766,Cotton,Pests,1/17/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,991,Cotton,Other,9/11/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2571,Other,Other,4/18/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1447,Other,Other,11/18/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4782,Cotton,Diseases,9/3/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3790,Other,Pests,8/18/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,120,,,1/11/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1445,Gram,Diseases,11/18/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,259,,Marketing,6/27/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2481,,,4/12/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4284,Cotton,Pests,8/28/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3947,Groundnut,Diseases,8/24/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2489,Millet,Other,4/13/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1544,Gram,Fertilizers/Bio-organic,12/3/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4154,Cotton,Pests,8/28/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4449,,,8/30/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,524,Groundnut,IPM Strategy,7/29/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4544,,,8/31/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,313,Paddy,Pests,7/7/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4363,Other,Other,8/29/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3786,Cotton,Pests,8/18/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4132,,,8/28/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,750,Cotton,Fertilizers/Bio-organic,8/20/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,76,,,1/4/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2487,Other,Crop Planning,4/12/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3958,Castor,Pests,8/24/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1844,Chilli,,1/28/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3946,Groundnut,Diseases,8/24/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2108,Groundnut,Seeds,3/4/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1766,Cotton,Pests,1/17/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,539,Groundnut,Fertilizers/Bio-organic,7/31/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4449,Castor,Diseases,8/30/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1713,Other,Diseases,1/8/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4542,Cotton,Pests,8/31/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4590,Cotton,Diseases,9/1/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4549,,,8/31/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,624,Cotton,Diseases,8/8/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1238,Other,Fertilizers/Bio-organic,10/9/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1172,Millet,Crop Planning,10/4/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1556,Sorghum,Pests,12/6/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4781,Cotton,Other,9/3/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4501,Chilli,Other,8/31/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,117,,,1/9/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4430,Cotton,Other,8/30/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,204,,,2/25/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2167,Wheat,Diseases,3/10/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2369,Other,Other,4/3/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,25,,,12/31/2009,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2401,Other,Other,4/6/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4269,,,8/28/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1433,Cotton,Other,11/16/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4328,Castor,Pests,8/29/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2322,Other,Pests,3/31/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3789,Other,Weather,8/18/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4368,,,8/29/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2571,Other,Other,4/18/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3718,Other,Other,8/12/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2459,Other,Land Preparation,4/10/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3252,Castor,Seeds,7/1/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2021,Millet,Seeds,2/19/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,760,Cotton,Fertilizers/Bio-organic,8/21/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4639,Cotton,Fertilizers/Bio-organic,9/1/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2651,Other,Diseases,4/27/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2331,Other,Other,4/1/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1367,,,11/3/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2644,Other,Other,4/25/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,157,,,1/25/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3938,Cotton,Fertilizers/Bio-organic,8/24/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3721,Other,Pests,8/12/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3988,Cotton,Pests,8/26/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2239,,,3/21/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4112,Cotton,Pests,8/27/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,561,Groundnut,Pests,8/3/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,988,Cotton,Pests,9/11/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2608,Cotton,Pests,4/21/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,147,,,1/22/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,475,Groundnut,Diseases,7/23/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1770,Other,Fertilizers/Bio-organic,1/18/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1379,,,11/6/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4025,Cotton,Pests,8/26/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1124,,,9/29/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3863,Cotton,Pests,8/20/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1500,Other,Weather,11/26/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2224,Cotton,Crop Planning,3/18/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,301,Paddy,,7/2/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,143,,,1/21/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1452,Sesame,Sowing,11/18/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4141,Groundnut,Diseases,8/28/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2409,Other,Other,4/7/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,939,,,9/6/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3843,Cotton,Pests,8/19/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2631,,,4/22/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,209,,,3/26/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,297,Other,Crop Variety,7/1/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4941,,,9/3/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1642,Onion,Diseases,12/26/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1895,Cumin,Diseases,2/3/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,774,Cotton,Pests,8/22/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,119,,,1/11/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1962,Other,Diseases,2/9/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4361,,,8/29/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3780,Groundnut,Diseases,8/18/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1703,Other,Other,1/5/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,4580,Cotton,Pests,9/1/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,51,,,1/1/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,186,,,1/28/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1375,,,11/5/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3533,Castor,Crop Planning,7/26/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3300,Other,Animal Husbandry,7/5/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2370,Other,Land Preparation,4/3/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3240,Other,Crop Planning,6/30/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1003,Cotton,Pests,9/13/2010,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,2678,Other,Other,4/29/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,1959,Other,Horticulture,2/8/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3148,Other,Diseases,6/23/2011,0,6,DHAJALA,35,37,2011
2007022,1,1315305962,9/6/2011,Questions and Answers,3163,Cotton,Fertilizers/Bio-organic,6/24/2011,0,6,DHAJALA,35,37,2011
